"configuration","problem","model","data_file","status","time","flatBoolVars","run","bimanderTotalM","error","nSolutions","objective","method","flatIntVars","nClauseVariables","paths","solveTime","flatTime","evaluatedHalfReifiedConstraints","flatIntConstraints","processFlatZincTime","bimanderTotalOffset","flatBoolConstraints","bimanderTotalAbsoluteBalance","nVariables","bimanderCount","bimanderTotalN","eliminatedImplications","nClauses"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la13.dzn","SATISFIED","603.112214030989","4589","raw","0","","2","18211","minimize","596","493415","0","600.1451","2.21724","2220","595","0.5422","0","6302","0","119454","0","0","","202174"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb02.dzn","OPTIMAL_SOLUTION","25.679246507992502","199514","raw","0","","2","116","minimize","11951","724078","0","2.3853","18.7538","180","11950","1.0361","0","367207","0","146288","0","0","18304","321147"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la08.dzn","OPTIMAL_SOLUTION","27.168330647982657","209460","raw","0","","2","92","minimize","19924","1151124","0","1.935","20.4818","300","19923","1.3252","0","437287","0","147207","0","0","4539","400176"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la18.dzn","OPTIMAL_SOLUTION","24.682789465005044","188343","raw","0","","2","0","minimize","11038","678579","0","2.189","18.1898","180","11037","0.9944","0","344252","0","139059","0","0","16232","301925"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv06.dzn","OPTIMAL_SOLUTION","245.97066293796524","1509086","raw","0","","2","192","minimize","53767","6521063","0","69.3038","141.25","580","53766","10.0475","0","3195251","0","1081487","0","0","129334","2739541"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la24.dzn","OPTIMAL_SOLUTION","72.9195733149536","5247","raw","0","","2","58","minimize","394","437634","0","69.5397","2.77508","2490","393","0.3938","0","6629","0","111679","0","0","","180399"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la17.dzn","OPTIMAL_SOLUTION","2.511757325963117","2638","raw","0","","2","15","minimize","257","174202","0","0.9376","1.3032","1160","256","0.159","0","2994","0","44584","0","0","","71796"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la35.dzn","SATISFIED","784.0705194989569","1752223","raw","0","","2","7989","minimize","82347","7966688","0","604.3748","142.157","780","82346","11.3042","0","3506658","0","1251236","0","0","59699","3119532"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv01.dzn","OPTIMAL_SOLUTION","145.639767553017","968145","raw","0","","2","99","minimize","47625","4582341","0","34.6431","88.5526","600","47624","6.5636","0","1962791","0","661088","0","0","47828","1708876"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_orb05.dzn","OPTIMAL_SOLUTION","3.9725464740186","2748","raw","0","","2","183","minimize","277","197043","0","2.478","1.20529","1160","276","0.172","0","3508","0","50150","0","0","","81174"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb05.dzn","OPTIMAL_SOLUTION","26.029595574946143","205790","raw","0","","2","183","minimize","12401","754540","0","2.051899","19.3928","180","12400","1.0938","0","381719","0","149531","0","0","18337","333005"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv13.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la25.dzn","OPTIMAL_SOLUTION","44.9237009260105","353751","raw","0","","2","214","minimize","19459","1318193","0","6.0278","31.084","270","19458","1.919","0","664791","0","256830","0","0","25750","580139"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv09.dzn","OPTIMAL_SOLUTION","252.694908245001","1512225","raw","0","","2","101","minimize","54143","6545372","0","72.0685","145.383","580","54142","9.9903","0","3204372","0","1083393","0","0","127324","2748199"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la34.dzn","SATISFIED","771.4260175760137","1646501","raw","0","","2","8014","minimize","79130","7501576","0","604.0222","133.291","780","79129","11.0111","0","3293308","0","1180144","0","0","58714","2937382"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la08.dzn","OPTIMAL_SOLUTION","67.53356355096912","196777","raw","0","","2","92","minimize","19924","993630","0","45.1117","17.9175","240","19923","1.3663","0","399904","0","147207","0","0","4539","375476"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la13.dzn","SATISFIED","635.7401702160132","339945","raw","0","","2","3754","minimize","33924","4504341","0","601.0391","25.7399","160","33923","4.2001","0","663467","0","339931","0","0","6130","1522476"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_ft20.dzn","SATISFIED","603.1265670720022","4591","raw","0","","2","7280","minimize","608","495354","0","600.147","2.28827","2220","607","0.4734","0","6178","0","119974","0","0","","202763"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv13.dzn","UNKNOWN","636.6409664829844","45085","raw","0","","0","","minimize","1758","6562243","0","600.1634","27.9065","25800","1757","6.9214","0","59122","0","1627992","0","0","","2685822"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la19.dzn","OPTIMAL_SOLUTION","24.69530467997538","185217","raw","0","","2","18","minimize","11376","661235","0","2.1502","18.3537","180","11375","0.9691","0","336533","0","137553","0","0","15753","295205"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la31.dzn","UNKNOWN","612.8612250890001","17639","raw","0","","0","","minimize","914","2171241","0","600.1327","9.90681","9477","913","2.111","0","22836","0","539754","0","0","","891201"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb03.dzn","OPTIMAL_SOLUTION","30.796582430019043","235105","raw","0","","2","69","minimize","14466","872399","0","3.5701","21.9548","180","14465","1.3233","0","441363","0","168532","0","0","24832","383475"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la12.dzn","OPTIMAL_SOLUTION","182.33875934197567","311391","raw","0","","2","46","minimize","31391","4126943","0","151.0233","23.1088","160","31390","3.8992","0","607514","0","311379","0","0","4375","1394316"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la37.dzn","OPTIMAL_SOLUTION","108.39769235003041","714589","raw","0","","2","102","minimize","28346","2907980","0","17.9717","73.4791","540","28345","4.005899","0","1365637","0","507499","0","0","81168","1174646"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la20.dzn","OPTIMAL_SOLUTION","25.931294005014934","198024","raw","0","","2","16","minimize","11870","711250","0","1.8607","19.6119","180","11869","1.0345","0","361924","0","145473","0","0","19796","316910"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la01.dzn","OPTIMAL_SOLUTION","13.835080621007364","89737","raw","0","","2","127","minimize","9373","1127869","0","3.658","7.29994","80","9372","1.5899","0","169470","0","89723","0","0","1831","384716"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb07.dzn","OPTIMAL_SOLUTION","11.147561403980944","86904","raw","0","","2","102","minimize","5435","315632","0","0.6644","8.50783","180","5434","0.4443","0","159983","0","63630","0","0","9130","140207"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv09.dzn","OPTIMAL_SOLUTION","343.08160784101347","1511465","raw","0","","2","101","minimize","54143","10248434","0","184.0736","124.059","560","54142","11.3466","0","2922122","0","1186565","0","0","127324","3800258"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_abz6.dzn","OPTIMAL_SOLUTION","27.06367607897846","208631","raw","0","","2","140","minimize","12768","747669","0","2.4778","19.8704","180","12767","1.075","0","379775","0","153947","0","0","17853","333333"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la39.dzn","OPTIMAL_SOLUTION","94.1313928180025","602532","raw","0","","2","96","minimize","25496","2442168","0","15.5413","63.5665","540","25495","3.4699","0","1145403","0","430512","0","0","72715","987614"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv14.dzn","UNKNOWN","636.2402877080604","45073","raw","0","","0","","minimize","1765","6560334","0","600.2059","27.7216","25800","1764","6.7966","0","58589","0","1628145","0","0","","2686590"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv03.dzn","OPTIMAL_SOLUTION","136.0912214280106","937174","raw","0","","2","281","minimize","47217","4179260","0","36.746","75.3372","520","47216","6.3702","0","1872096","0","660984","0","0","49869","1649573"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv08.dzn","OPTIMAL_SOLUTION","274.05342234898126","1616333","raw","0","","2","113","minimize","57971","6929943","0","94.9218","143.26","720","57970","9.4195","0","3190236","0","1130868","0","0","135110","2764690"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz9.dzn","OPTIMAL_SOLUTION","73.38828108395683","520044","raw","0","","2","26","minimize","19927","2125161","0","10.0872","50.7908","720","19926","3.0234","0","1006912","0","363954","0","0","49631","864253"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv10.dzn","SATISFIED","608.7144346170244","12826","raw","0","","2","48","minimize","608","1383451","0","600.2348","6.72681","6420","607","1.2618","0","15074","0","347808","0","0","","567775"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la10.dzn","OPTIMAL_SOLUTION","32.29368245700607","237901","raw","0","","2","92","minimize","21517","1306110","0","3.3579","23.4803","300","21516","1.573","0","495214","0","165805","0","0","3858","450438"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv12.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv07.dzn","OPTIMAL_SOLUTION","501.37923054699786","12804","raw","0","","2","24","minimize","597","1381514","0","492.9834","6.64665","6420","596","1.2584","0","15581","0","347173","0","0","","566584"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv03.dzn","SATISFIED","605.70990402397","8554","raw","0","","2","16322","minimize","610","869935","0","600.1789","4.37716","4320","609","0.8014","0","10606","0","216457","0","0","","356531"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la21.dzn","OPTIMAL_SOLUTION","83.32334977702703","391927","raw","0","","2","167","minimize","22117","3101579","0","37.71","35.6149","270","22116","3.6524","0","738501","0","331750","0","0","27244","1124941"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la13.dzn","OPTIMAL_SOLUTION","175.38247528101783","340645","raw","0","","2","50","minimize","33924","1887760","0","135.2804","32.3156","180","33923","2.4036","0","832078","0","271706","0","0","6130","782211"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv11.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_yn4.dzn","OPTIMAL_SOLUTION","152.73320974700619","956109","raw","0","","2","35","minimize","28791","3967080","0","32.0379","98.0415","1000","28790","5.4661","0","1840838","0","664715","0","0","116615","1567317"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv10.dzn","OPTIMAL_SOLUTION","217.47632138698827","1555844","raw","0","","2","28","minimize","53766","6718621","0","33.1385","148.194","580","53765","10.539","0","3294747","0","1115347","0","0","134685","2823008"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la13.dzn","OPTIMAL_SOLUTION","357.47616913099773","387237","raw","0","","2","50","minimize","33924","2151974","0","312.2927","36.4191","400","33923","2.5164","0","812260","0","270495","0","0","6130","742507"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la06.dzn","OPTIMAL_SOLUTION","29.843261492962483","227379","raw","0","","2","67","minimize","21386","1252587","0","2.9346","21.569","299","21385","1.6065","0","473871","0","158938","0","0","4050","432257"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb06.dzn","OPTIMAL_SOLUTION","33.266580314026214","239901","raw","0","","2","26","minimize","14190","1011777","0","3.2904","24.2401","260","14189","1.3821","0","462987","0","168971","0","0","22399","400247"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb05.dzn","OPTIMAL_SOLUTION","28.257320593984332","212265","raw","0","","2","183","minimize","12401","896081","0","2.1536","21.1482","260","12400","1.2015","0","409449","0","149755","0","0","18337","354484"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la02.dzn","OPTIMAL_SOLUTION","1.193913503026124","1487","raw","0","","2","75","minimize","271","111416","0","0.3722","0.646926","610","270","0.1028","0","2083","0","26969","0","0","","45729"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la36.dzn","OPTIMAL_SOLUTION","86.24079674802488","606619","raw","0","","2","0","minimize","24965","2209415","0","11.6533","60.6119","420","24964","3.4586","0","1118837","0","441279","0","0","75881","968506"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la23.dzn","OPTIMAL_SOLUTION","55.343429942964576","385338","raw","0","","2","71","minimize","21296","1638923","0","7.7077","38.5514","390","21295","2.2414","0","749790","0","272768","0","0","25001","649903"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la18.dzn","OPTIMAL_SOLUTION","27.52736351400381","194026","raw","0","","2","0","minimize","11038","793299","0","2.2635","20.6216","260","11037","1.0568","0","368689","0","139266","0","0","16232","320871"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv06.dzn","OPTIMAL_SOLUTION","242.11508679395774","1541224","raw","0","","2","192","minimize","53767","6608358","0","66.166399","140.569","720","53766","9.6747","0","3038453","0","1080562","0","0","129334","2636719"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_orb04.dzn","OPTIMAL_SOLUTION","4.822001172986347","2755","raw","0","","2","10","minimize","264","195455","0","3.3261","1.19125","1159","263","0.1698","0","3255","0","49810","0","0","","80504"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la15.dzn","SATISFIED","641.1227931120084","382764","raw","0","","2","4779","minimize","35086","1933744","0","601.0241","31.9103","320","35085","2.5287","0","780851","0","283342","0","0","6436","729700"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv07.dzn","OPTIMAL_SOLUTION","229.95228446798865","1438054","raw","0","","2","24","minimize","50734","6214698","0","64.752399","132.408999","580","50733","9.3292","0","3042527","0","1033310","0","0","120353","2611241"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la16.dzn","OPTIMAL_SOLUTION","34.24758904299233","234639","raw","0","","2","49","minimize","12423","1044354","0","2.2145","26.3027","300","12422","1.3682","0","456613","0","161215","0","0","17993","390992"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv02.dzn","OPTIMAL_SOLUTION","135.13732044497738","938626","raw","0","","2","204","minimize","48873","4333407","0","35.5049","78.6503","380","48872","6.3629","0","2065622","0","683537","0","0","47873","1810693"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la33.dzn","OPTIMAL_SOLUTION","705.8972047319985","1532461","raw","0","","2","81","minimize","75494","7189495","0","538.0549","135.168","570","75493","9.6503","0","3369274","0","1140949","0","0","55403","3002375"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_ft06.dzn","OPTIMAL_SOLUTION","0.9416175489895977","5304","raw","0","","2","2","minimize","455","22034","0","0.0302","0.768509","132","454","0.0244","0","10139","0","3629","0","0","200","8742"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la17.dzn","OPTIMAL_SOLUTION","23.04039850499248","176152","raw","0","","2","15","minimize","10448","631951","0","1.8533","17.259","180","10447","0.931","0","321131","0","129775","0","0","15046","281276"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_abz7.dzn","OPTIMAL_SOLUTION","60.358851918019354","478881","raw","0","","2","32","minimize","18746","1799475","0","6.55","42.9962","560","18745","2.563","0","904595","0","342339","0","0","50934","781047"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv04.dzn","OPTIMAL_SOLUTION","146.80235905497102","934607","raw","0","","2","214","minimize","49233","4316613","0","44.2753","82.5757","380","49232","5.9303","0","2061250","0","680979","0","0","52754","1804564"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv07.dzn","OPTIMAL_SOLUTION","236.43179328599945","1499846","raw","0","","2","24","minimize","50734","6747848","0","60.0062","141.913","800","50733","9.0092","0","2985861","0","1032114","0","0","120353","2574802"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_abz6.dzn","OPTIMAL_SOLUTION","27.059367727022618","208631","raw","0","","2","140","minimize","12768","747669","0","2.4674","19.9506","180","12767","1.0756","0","379775","0","153947","0","0","17853","333333"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la37.dzn","OPTIMAL_SOLUTION","120.23093459900701","728740","raw","0","","2","102","minimize","28346","3098214","0","18.7535","82.0236","600","28345","4.1788","0","1407400","0","507499","0","0","81168","1202258"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la22.dzn","OPTIMAL_SOLUTION","46.75998121302109","5248","raw","0","","2","41","minimize","405","436635","0","43.4882","2.64493","2490","404","0.397","0","6320","0","111651","0","0","","180254"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv12.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_orb10.dzn","OPTIMAL_SOLUTION","26.61699515901273","211301","raw","0","","2","93","minimize","12968","766311","0","1.8699","19.9637","180","12967","1.1187","0","388853","0","155150","0","0","19832","340084"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv05.dzn","OPTIMAL_SOLUTION","230.1594315060065","924222","raw","0","","2","155","minimize","48051","7742672","0","135.498","72.8902","360","48050","7.8083","0","1797842","0","772085","0","0","49855","2772117"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la19.dzn","OPTIMAL_SOLUTION","24.82562916004099","185217","raw","0","","2","18","minimize","11376","661235","0","2.0506","18.5132","180","11375","0.9784","0","336533","0","137553","0","0","15753","295205"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la29.dzn","OPTIMAL_SOLUTION","135.87570466200123","677693","raw","0","","2","27","minimize","34874","5530492","0","63.77","56.0875","360","34873","5.9125","0","1301025","0","569916","0","0","36666","1992171"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la01.dzn","OPTIMAL_SOLUTION","1.2269832930178382","1469","raw","0","","2","127","minimize","269","111428","0","0.3792","0.669755","610","268","0.104","0","1925","0","27072","0","0","","45886"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la30.dzn","OPTIMAL_SOLUTION","122.0373039470287","755696","raw","0","","2","278","minimize","39653","3358692","0","40.9674","65.0284","520","39652","4.3925","0","1491976","0","546384","0","0","35462","1329815"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv04.dzn","OPTIMAL_SOLUTION","151.97558872000081","996423","raw","0","","2","214","minimize","49233","4723111","0","40.7527","89.975","600","49232","6.0669","0","2022123","0","680085","0","0","52754","1760224"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv11.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la31.dzn","UNKNOWN","751.2707802050281","1580512","raw","0","","0","","minimize","76517","13240318","0","600.3096","118.402","540","76516","13.8346","0","3080697","0","1321448","0","0","58099","4741052"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la26.dzn","OPTIMAL_SOLUTION","101.31665016297484","652476","raw","0","","2","140","minimize","34511","2974216","0","25.6128","60.741","380","34510","4.0202","0","1429993","0","491278","0","0","38153","1254965"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la13.dzn","SATISFIED","640.0523330119904","363591","raw","0","","2","2267","minimize","33924","1845242","0","601.0527","31.0606","320","33923","2.3655","0","742242","0","270495","0","0","6130","696135"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la22.dzn","OPTIMAL_SOLUTION","53.898594326048624","355873","raw","0","","2","41","minimize","18683","1613487","0","8.1774","37.446","450","18682","2.0535","0","705347","0","243406","0","0","25870","604498"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb05.dzn","OPTIMAL_SOLUTION","30.767456133966334","218740","raw","0","","2","183","minimize","12401","978701","0","2.1623","23.2654","300","12400","1.3236","0","428426","0","149755","0","0","18337","366986"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv09.dzn","OPTIMAL_SOLUTION","252.27296882297378","1577441","raw","0","","2","101","minimize","54143","7102303","0","67.6532","148.382","800","54142","9.5534","0","3146012","0","1082321","0","0","127324","2709347"
