"configuration","problem","model","data_file","status","time","nClauses","boolVariables","peakDepth","propagators","initTime","variables","bimanderTotalOffset","solveTime","run","error","optTime","flatTime","objective","nSolutions","bimanderCount","nogoods","failures","paths","peakMem","method","restarts","intVars","backjumps","bimanderTotalAbsoluteBalance","nClauseVariables","baseMem","nodes","flatBoolConstraints","trailMem","flatIntVars","nVariables","bimanderTotalM","flatBoolVars","bimanderTotalN","randomSeed","flatIntConstraints","evaluatedHalfReifiedConstraints","propagations","processFlatZincTime","solutions"
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","OPTIMAL_SOLUTION","12.427295358851552","19680","","","","","","0","9.1176","raw","","","2.85556","9840","42","0","","","0","","minimize","","","","0","25084","","","10114","","17526","9656","0","9329","0","","17525","16","","0.0602",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","4.059951180592179","14813","","","","","","0","2.3118","raw","","","1.45433","2602","2","0","","","0","","minimize","","","","0","25228","","","10432","","8193","6567","0","6438","0","","8192","","","0.0396",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","18.20237937849015","29681","","","","","","0","15.0864","raw","","","2.56188","2971","2","0","","","0","","minimize","","","","0","33705","","","14844","","27980","14723","0","14339","0","","27979","14","","0.0883",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","SATISFIED","602.6623795470223","23423","","","","","","0","600.1931","raw","","","2.012919","4863","2","0","","","0","","minimize","","","","0","27605","","","11736","","21684","11575","0","11192","0","","21683","14","","0.0738",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","SATISFIED","601.3446920430288","2625","","","","","","0","600.144","raw","","","1.08978","1449","2","0","","","0","","minimize","","","","0","9043","","","1494","","506","991","0","594","0","","505","70","","0.0082",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","OPTIMAL_SOLUTION","83.86701656039804","56366","","","","","","0","78.8171","raw","","","4.104809","2988","2","0","","","0","","minimize","","","","0","72229","","","33128","","46579","26710","0","26755","0","","46578","","","0.1548",""
"gecode","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","42.93497135024518","","","65","182","0.001681","247","","42.7996","raw","","","0.069359","1041","6","","","2689819","0","","minimize","0","","","","","","5379774","","","186","","","","","","182","","368810888","","6"
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.1445713276043534","9334","","","","","","0","0.6968","raw","","","1.23989","1041","12","0","","","0","","minimize","","","","0","12121","","","4834","","8267","4545","0","4395","0","","8266","10","","0.0279",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","602.2621181579307","4255","","","","","","0","600.1367","raw","","","1.95855","4293","2","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0133",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","7.299434185028076","12706","","","","","","0","5.3885","raw","","","1.62658","2456","2","0","","","0","","minimize","","","","0","16660","","","6714","","11140","6174","0","6042","0","","11139","12","","0.0346",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","SATISFIED","601.3880091765895","2584","","","","","","0","600.1379","raw","","","1.13807","1929","2","0","","","0","","minimize","","","","0","8938","","","1494","","506","969","0","594","0","","505","70","","0.007",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.8472490943968296","22051","","","","","","0","1.2258","raw","","","1.3137","1041","2","0","","","0","","minimize","","","","0","44655","","","17595","","8267","8915","0","8695","0","","8266","","","0.0653",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","OPTIMAL_SOLUTION","17.368352787569165","19680","","","","","","0","14.0715","raw","","","2.78602","9840","2","0","","","0","","minimize","","","","0","25084","","","10114","","17526","9656","0","9329","0","","17525","16","","0.0594",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","SATISFIED","602.8923978470266","5468","","","","","","0","600.149","raw","","","2.4486","10483","2","0","","","0","","minimize","","","","0","14072","","","3359","","2438","2199","0","1872","0","","2437","364","","0.0196",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","SATISFIED","601.4985073804855","2255","","","","","","0","600.1321","raw","","","1.25027","1750","2","0","","","0","","minimize","","","","0","8267","","","1758","","668","698","0","677","0","","667","82","","0.0065",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","SATISFIED","601.3135407315567","2625","","","","","","0","600.0182","raw","","","1.13858","1447","11","0","","","0","","minimize","","","","0","9043","","","1494","","506","991","0","594","0","","505","70","","0.0074",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","8.327251912094653","23382","","","","","","0","5.8448","raw","","","2.052","3668","14","0","","","0","","minimize","","","","0","27500","","","11736","","21684","11553","0","11192","0","","21683","14","","0.0637",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","20.61904567386955","29101","","","","","","0","18.1649","raw","","","1.97965","1605","2","0","","","0","","minimize","","","","0","46279","","","19193","","18448","13081","0","12701","0","","18447","","","0.0935",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.2296670572832227","1613","","","","","","0","1.3084","raw","","","0.833459","1041","25","0","","","0","","minimize","","","","0","6053","","","1103","","272","555","0","405","0","","271","40","","0.0041",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","OPTIMAL_SOLUTION","13.166516099125147","29087","","","","","","0","10.5869","raw","","","2.14092","1909","2","0","","","0","","minimize","","","","0","49268","","","19922","","16670","12803","0","12281","0","","16669","","","0.0741",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","SATISFIED","600.9991236459464","1631","","","","","","0","600.0201","raw","","","0.889497","859","11","0","","","0","","minimize","","","","0","6100","","","1103","","272","565","0","405","0","","271","40","","0.0042",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","OPTIMAL_SOLUTION","5.894050005823374","18005","","","","","","0","3.7302","raw","","","1.81834","1246","2","0","","","0","","minimize","","","","0","20953","","","9157","","16972","8907","0","8764","0","","16971","10","","0.0521",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","OPTIMAL_SOLUTION","7.845195844769478","48188","","","","","","0","2.0585","raw","","","4.85352","2988","2","0","","","0","","minimize","","","","0","52993","","","24863","","46579","23724","0","23802","0","","46578","8","","0.1493",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","SATISFIED","601.342312803492","2625","","","","","","0","600.1349","raw","","","1.09019","1449","2","0","","","0","","minimize","","","","0","9043","","","1494","","506","991","0","594","0","","505","70","","0.0085",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","183.0506098130718","39241","","","","","","0","179.7605","raw","","","2.68441","2125","2","0","","","0","","minimize","","","","0","70017","","","28804","","20436","16703","0","16567","0","","20435","","","0.1247",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","70.66422110330313","64464","","","","","","0","64.2085","raw","","","5.22416","4196","2","0","","","0","","minimize","","","","0","69335","","","32518","","62997","32080","0","31927","0","","62996","12","","0.2014",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","SATISFIED","601.3422708716244","2625","","","","","","0","600.1289","raw","","","1.09023","3458","2","0","","","0","","minimize","","","","0","9043","","","1494","","506","991","0","594","0","","505","70","","0.0087",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","SATISFIED","603.7343603232875","42010","","","","","","0","600.2391","raw","","","2.67818","5605","2","0","","","0","","minimize","","","","0","64853","","","27213","","27980","18989","0","18483","0","","27979","","","0.1144",""
"chuffed","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","0.3035446871072054","","31784","71","134","0.035","32175","","0.048","raw","","0.043","0.106949","3668","7","","100","100","0","0.0","minimize","7","389","620","","","0.0","1116","","0.19","442","","","","","1638164667","262","","13368","",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","SATISFIED","608.6399265779182","105156","","","","","","0","600.4574","raw","","","6.56373","4921","2","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.3144",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","3.387084255926311","29239","","","","","","0","0.4913","raw","","","2.36433","4502","4","0","","","0","","minimize","","","","0","38924","","","17607","","23318","13802","0","13786","0","","23317","","","0.0892",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","602.1077711423859","4206","","","","","","0","600.1268","raw","","","1.76422","5084","24","0","","","0","","minimize","","","","0","13727","","","2302","","1154","1681","0","1094","0","","1153","162","","0.0134",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","9.349862067960203","1613","","","","","","0","8.4307","raw","","","0.828377","1041","29","0","","","0","","minimize","","","","0","6053","","","1103","","272","555","0","405","0","","271","40","","0.0056",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","14.721489776857197","22082","","","","","","0","11.3674","raw","","","2.89001","2700","2","0","","","0","","minimize","","","","0","27495","","","11621","","20436","10744","0","10713","0","","20435","10","","0.0845",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","5.005063017830253","25632","","","","","","0","2.7757","raw","","","1.7931","1708","22","0","","","0","","minimize","","","","0","40232","","","17230","","16689","11469","0","11415","0","","16688","","","0.1034",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","6.598956142552197","66280","","","","","","0","1.7642","raw","","","3.69906","3500","7","0","","","0","","minimize","","","","0","122264","","","49132","","32382","27846","0","27240","0","","32381","","","0.1796",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","ERROR","","3203","","","","","","0","","raw","Unknown message kind ASCII `E'","","2.45797","","","0","","","0","","minimize","","","","0","12317","","","2625","","1028","977","0","1055","0","","1027","122","","0.0102",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","OPTIMAL_SOLUTION","0.3644275078549981","","44967","108","212","0.054","45631","","0.059","raw","","0.055","0.122035","5378","6","","32","32","0","0.0","minimize","6","662","649","","","0.0","1253","","0.28","740","","","","","1638161876","418","","7720","",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","SATISFIED","602.7154427887872","3203","","","","","","0","600.1448","raw","","","2.42197","3040","2","0","","","0","","minimize","","","","0","12317","","","2625","","1028","977","0","1055","0","","1027","122","","0.0099",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","4.296732930466533","17853","","","","","","0","1.4661","raw","","","2.42819","3102","11","0","","","0","","minimize","","","","0","21655","","","9576","","16518","8658","0","8737","0","","16517","8","","0.052",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","20.71454239822924","64464","","","","","","0","14.3058","raw","","","5.24882","4196","29","0","","","0","","minimize","","","","0","69335","","","32518","","62997","32080","0","31927","0","","62996","12","","0.1835",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","3.925842734053731","16722","","","","","","0","2.0687","raw","","","1.52031","2456","19","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0554",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","7.466369922272861","45508","","","","","","0","3.3539","raw","","","3.33121","6493","2","0","","","0","","minimize","","","","0","64083","","","28424","","34049","21081","0","21073","0","","34048","","","0.123",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","ERROR","","2247","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.17763","","","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0064",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","ERROR","","4255","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.8819","","","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0148",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","SATISFIED","601.4558149250224","2255","","","","","","0","600.1297","raw","","","1.2121","4737","2","0","","","0","","minimize","","","","0","8267","","","1758","","668","698","0","677","0","","667","82","","0.0063",""
